C:\VibeCoded Projects\classeviva-expressive\qa-fix-clean-logcat.txt:56:05-07 16:53:58.996 I/InputDispatcher(30245): Delivering key to (24886): B action: 0x0 (0), f=0x0, m=0x0, d=0, 'bdbcb84'
C:\VibeCoded Projects\classeviva-expressive\qa-fix-clean-logcat.txt:106:05-07 16:53:59.039 I/View    (24886): setRequestedFrameRate frameRate=-4.0, this=android.view.View{ee80cdd V.ED..... ........ 0,0-0,0}, caller=androidx.compose.ui.platform.Api35Impl.setRequestedFrameRate:4033 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:2251 android.view.View.draw:26758 android.view.View.updateDisplayListIfDirty:25577 android.view.ViewGroup.recreateChildDisplayList:4881 
C:\VibeCoded Projects\classeviva-expressive\qa-fix-clean-logcat.txt:137:05-07 16:53:59.047 I/View    (24886): setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{e4a0cfc VFED..... ......ID 0,0-1080,2340 aid=1073741824}, caller=android.view.ViewGroup.setRequestedFrameRate:10045 androidx.compose.ui.platform.Api35Impl.setRequestedFrameRate:4033 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:2248 android.view.View.draw:26758 android.view.View.updateDisplayListIfDirty:25577 
C:\VibeCoded Projects\classeviva-expressive\qa-fix-clean-logcat.txt:138:05-07 16:53:59.047 I/View    (24886): setRequestedFrameRate frameRate=-4.0, this=android.view.View{ee80cdd V.ED..... ........ 0,0-0,0}, caller=androidx.compose.ui.platform.Api35Impl.setRequestedFrameRate:4033 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:2251 android.view.View.draw:26758 android.view.View.updateDisplayListIfDirty:25577 android.view.ViewGroup.recreateChildDisplayList:4881 
C:\VibeCoded Projects\classeviva-expressive\qa-fix-clean-logcat.txt:157:05-07 16:53:59.055 I/View    (24886): setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{e4a0cfc VFED..... ......ID 0,0-1080,2340 aid=1073741824}, caller=android.view.ViewGroup.setRequestedFrameRate:10045 androidx.compose.ui.platform.Api35Impl.setRequestedFrameRate:4033 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:2248 android.view.View.draw:26758 android.view.View.updateDisplayListIfDirty:25577 
C:\VibeCoded Projects\classeviva-expressive\qa-fix-clean-logcat.txt:158:05-07 16:53:59.055 I/View    (24886): setRequestedFrameRate frameRate=-4.0, this=android.view.View{ee80cdd V.ED..... ........ 0,0-0,0}, caller=androidx.compose.ui.platform.Api35Impl.setRequestedFrameRate:4033 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:2251 android.view.View.draw:26758 android.view.View.updateDisplayListIfDirty:25577 android.view.ViewGroup.recreateChildDisplayList:4881 
C:\VibeCoded Projects\classeviva-expressive\qa-fix-clean-logcat.txt:165:05-07 16:53:59.064 I/View    (24886): setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{e4a0cfc VFED..... ......ID 0,0-1080,2340 aid=1073741824}, caller=android.view.ViewGroup.setRequestedFrameRate:10045 androidx.compose.ui.platform.Api35Impl.setRequestedFrameRate:4033 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:2248 android.view.View.draw:26758 android.view.View.updateDisplayListIfDirty:25577 
C:\VibeCoded Projects\classeviva-expressive\qa-fix-clean-logcat.txt:166:05-07 16:53:59.064 I/View    (24886): setRequestedFrameRate frameRate=-4.0, this=android.view.View{ee80cdd V.ED..... ........ 0,0-0,0}, caller=androidx.compose.ui.platform.Api35Impl.setRequestedFrameRate:4033 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:2251 android.view.View.draw:26758 android.view.View.updateDisplayListIfDirty:25577 android.view.ViewGroup.recreateChildDisplayList:4881 
C:\VibeCoded Projects\classeviva-expressive\qa-fix-clean-logcat.txt:171:05-07 16:53:59.072 I/View    (24886): setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{e4a0cfc VFED..... ......ID 0,0-1080,2340 aid=1073741824}, caller=android.view.ViewGroup.setRequestedFrameRate:10045 androidx.compose.ui.platform.Api35Impl.setRequestedFrameRate:4033 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:2248 android.view.View.draw:26758 android.view.View.updateDisplayListIfDirty:25577 
C:\VibeCoded Projects\classeviva-expressive\qa-fix-clean-logcat.txt:172:05-07 16:53:59.072 I/View    (24886): setRequestedFrameRate frameRate=-4.0, this=android.view.View{ee80cdd V.ED..... ........ 0,0-0,0}, caller=androidx.compose.ui.platform.Api35Impl.setRequestedFrameRate:4033 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:2251 android.view.View.draw:26758 android.view.View.updateDisplayListIfDirty:25577 android.view.ViewGroup.recreateChildDisplayList:4881 
C:\VibeCoded Projects\classeviva-expressive\qa-fix-clean-logcat.txt:187:05-07 16:53:59.080 I/View    (24886): setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{e4a0cfc VFED..... ......ID 0,0-1080,2340 aid=1073741824}, caller=android.view.ViewGroup.setRequestedFrameRate:10045 androidx.compose.ui.platform.Api35Impl.setRequestedFrameRate:4033 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:2248 android.view.View.draw:26758 android.view.View.updateDisplayListIfDirty:25577 
C:\VibeCoded Projects\classeviva-expressive\qa-fix-clean-logcat.txt:188:05-07 16:53:59.080 I/View    (24886): setRequestedFrameRate frameRate=-4.0, this=android.view.View{ee80cdd V.ED..... ........ 0,0-0,0}, caller=androidx.compose.ui.platform.Api35Impl.setRequestedFrameRate:4033 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:2251 android.view.View.draw:26758 android.view.View.updateDisplayListIfDirty:25577 android.view.ViewGroup.recreateChildDisplayList:4881 
C:\VibeCoded Projects\classeviva-expressive\qa-fix-clean-logcat.txt:202:05-07 16:53:59.089 I/View    (24886): setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{e4a0cfc VFED..... ......ID 0,0-1080,2340 aid=1073741824}, caller=android.view.ViewGroup.setRequestedFrameRate:10045 androidx.compose.ui.platform.Api35Impl.setRequestedFrameRate:4033 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:2248 android.view.View.draw:26758 android.view.View.updateDisplayListIfDirty:25577 
C:\VibeCoded Projects\classeviva-expressive\qa-fix-clean-logcat.txt:203:05-07 16:53:59.089 I/View    (24886): setRequestedFrameRate frameRate=-4.0, this=android.view.View{ee80cdd V.ED..... ........ 0,0-0,0}, caller=androidx.compose.ui.platform.Api35Impl.setRequestedFrameRate:4033 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:2251 android.view.View.draw:26758 android.view.View.updateDisplayListIfDirty:25577 android.view.ViewGroup.recreateChildDisplayList:4881 
C:\VibeCoded Projects\classeviva-expressive\qa-fix-clean-logcat.txt:204:05-07 16:53:59.097 I/View    (24886): setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{e4a0cfc VFED..... ......ID 0,0-1080,2340 aid=1073741824}, caller=android.view.ViewGroup.setRequestedFrameRate:10045 androidx.compose.ui.platform.Api35Impl.setRequestedFrameRate:4033 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:2248 android.view.View.draw:26758 android.view.View.updateDisplayListIfDirty:25577 
C:\VibeCoded Projects\classeviva-expressive\qa-fix-clean-logcat.txt:205:05-07 16:53:59.097 I/View    (24886): setRequestedFrameRate frameRate=-4.0, this=android.view.View{ee80cdd V.ED..... ........ 0,0-0,0}, caller=androidx.compose.ui.platform.Api35Impl.setRequestedFrameRate:4033 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:2251 android.view.View.draw:26758 android.view.View.updateDisplayListIfDirty:25577 android.view.ViewGroup.recreateChildDisplayList:4881 
C:\VibeCoded Projects\classeviva-expressive\qa-fix-clean-logcat.txt:206:05-07 16:53:59.105 I/View    (24886): setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{e4a0cfc VFED..... ......ID 0,0-1080,2340 aid=1073741824}, caller=android.view.ViewGroup.setRequestedFrameRate:10045 androidx.compose.ui.platform.Api35Impl.setRequestedFrameRate:4033 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:2248 android.view.View.draw:26758 android.view.View.updateDisplayListIfDirty:25577 
C:\VibeCoded Projects\classeviva-expressive\qa-fix-clean-logcat.txt:207:05-07 16:53:59.105 I/View    (24886): setRequestedFrameRate frameRate=-4.0, this=android.view.View{ee80cdd V.ED..... ........ 0,0-0,0}, caller=androidx.compose.ui.platform.Api35Impl.setRequestedFrameRate:4033 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:2251 android.view.View.draw:26758 android.view.View.updateDisplayListIfDirty:25577 android.view.ViewGroup.recreateChildDisplayList:4881 
C:\VibeCoded Projects\classeviva-expressive\qa-fix-clean-logcat.txt:208:05-07 16:53:59.114 I/View    (24886): setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{e4a0cfc VFED..... ......ID 0,0-1080,2340 aid=1073741824}, caller=android.view.ViewGroup.setRequestedFrameRate:10045 androidx.compose.ui.platform.Api35Impl.setRequestedFrameRate:4033 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:2248 android.view.View.draw:26758 android.view.View.updateDisplayListIfDirty:25577 
C:\VibeCoded Projects\classeviva-expressive\qa-fix-clean-logcat.txt:209:05-07 16:53:59.114 I/View    (24886): setRequestedFrameRate frameRate=-4.0, this=android.view.View{ee80cdd V.ED..... ........ 0,0-0,0}, caller=androidx.compose.ui.platform.Api35Impl.setRequestedFrameRate:4033 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:2251 android.view.View.draw:26758 android.view.View.updateDisplayListIfDirty:25577 android.view.ViewGroup.recreateChildDisplayList:4881 
C:\VibeCoded Projects\classeviva-expressive\qa-fix-clean-logcat.txt:212:05-07 16:53:59.123 I/View    (24886): setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{e4a0cfc VFED..... ......ID 0,0-1080,2340 aid=1073741824}, caller=android.view.ViewGroup.setRequestedFrameRate:10045 androidx.compose.ui.platform.Api35Impl.setRequestedFrameRate:4033 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:2248 android.view.View.draw:26758 android.view.View.updateDisplayListIfDirty:25577 
C:\VibeCoded Projects\classeviva-expressive\qa-fix-clean-logcat.txt:213:05-07 16:53:59.123 I/View    (24886): setRequestedFrameRate frameRate=-4.0, this=android.view.View{ee80cdd V.ED..... ........ 0,0-0,0}, caller=androidx.compose.ui.platform.Api35Impl.setRequestedFrameRate:4033 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:2251 android.view.View.draw:26758 android.view.View.updateDisplayListIfDirty:25577 android.view.ViewGroup.recreateChildDisplayList:4881 
C:\VibeCoded Projects\classeviva-expressive\qa-fix-clean-logcat.txt:214:05-07 16:53:59.131 I/View    (24886): setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{e4a0cfc VFED..... ......ID 0,0-1080,2340 aid=1073741824}, caller=android.view.ViewGroup.setRequestedFrameRate:10045 androidx.compose.ui.platform.Api35Impl.setRequestedFrameRate:4033 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:2248 android.view.View.draw:26758 android.view.View.updateDisplayListIfDirty:25577 
C:\VibeCoded Projects\classeviva-expressive\qa-fix-clean-logcat.txt:215:05-07 16:53:59.131 I/View    (24886): setRequestedFrameRate frameRate=-4.0, this=android.view.View{ee80cdd V.ED..... ........ 0,0-0,0}, caller=androidx.compose.ui.platform.Api35Impl.setRequestedFrameRate:4033 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:2251 android.view.View.draw:26758 android.view.View.updateDisplayListIfDirty:25577 android.view.ViewGroup.recreateChildDisplayList:4881 
C:\VibeCoded Projects\classeviva-expressive\qa-fix-clean-logcat.txt:216:05-07 16:53:59.139 I/View    (24886): setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{e4a0cfc VFED..... ......ID 0,0-1080,2340 aid=1073741824}, caller=android.view.ViewGroup.setRequestedFrameRate:10045 androidx.compose.ui.platform.Api35Impl.setRequestedFrameRate:4033 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:2248 android.view.View.draw:26758 android.view.View.updateDisplayListIfDirty:25577 
C:\VibeCoded Projects\classeviva-expressive\qa-fix-clean-logcat.txt:217:05-07 16:53:59.140 I/View    (24886): setRequestedFrameRate frameRate=-4.0, this=android.view.View{ee80cdd V.ED..... ........ 0,0-0,0}, caller=androidx.compose.ui.platform.Api35Impl.setRequestedFrameRate:4033 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:2251 android.view.View.draw:26758 android.view.View.updateDisplayListIfDirty:25577 android.view.ViewGroup.recreateChildDisplayList:4881 
C:\VibeCoded Projects\classeviva-expressive\qa-fix-clean-logcat.txt:218:05-07 16:53:59.147 I/View    (24886): setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{e4a0cfc VFED..... ......ID 0,0-1080,2340 aid=1073741824}, caller=android.view.ViewGroup.setRequestedFrameRate:10045 androidx.compose.ui.platform.Api35Impl.setRequestedFrameRate:4033 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:2248 android.view.View.draw:26758 android.view.View.updateDisplayListIfDirty:25577 
C:\VibeCoded Projects\classeviva-expressive\qa-fix-clean-logcat.txt:219:05-07 16:53:59.147 I/View    (24886): setRequestedFrameRate frameRate=-4.0, this=android.view.View{ee80cdd V.ED..... ........ 0,0-0,0}, caller=androidx.compose.ui.platform.Api35Impl.setRequestedFrameRate:4033 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:2251 android.view.View.draw:26758 android.view.View.updateDisplayListIfDirty:25577 android.view.ViewGroup.recreateChildDisplayList:4881 
C:\VibeCoded Projects\classeviva-expressive\qa-fix-clean-logcat.txt:220:05-07 16:53:59.156 I/View    (24886): setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{e4a0cfc VFED..... ......ID 0,0-1080,2340 aid=1073741824}, caller=android.view.ViewGroup.setRequestedFrameRate:10045 androidx.compose.ui.platform.Api35Impl.setRequestedFrameRate:4033 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:2248 android.view.View.draw:26758 android.view.View.updateDisplayListIfDirty:25577 
C:\VibeCoded Projects\classeviva-expressive\qa-fix-clean-logcat.txt:221:05-07 16:53:59.156 I/View    (24886): setRequestedFrameRate frameRate=-4.0, this=android.view.View{ee80cdd V.ED..... ........ 0,0-0,0}, caller=androidx.compose.ui.platform.Api35Impl.setRequestedFrameRate:4033 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:2251 android.view.View.draw:26758 android.view.View.updateDisplayListIfDirty:25577 android.view.ViewGroup.recreateChildDisplayList:4881 
C:\VibeCoded Projects\classeviva-expressive\qa-fix-clean-logcat.txt:226:05-07 16:53:59.164 I/View    (24886): setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{e4a0cfc VFED..... ......ID 0,0-1080,2340 aid=1073741824}, caller=android.view.ViewGroup.setRequestedFrameRate:10045 androidx.compose.ui.platform.Api35Impl.setRequestedFrameRate:4033 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:2248 android.view.View.draw:26758 android.view.View.updateDisplayListIfDirty:25577 
C:\VibeCoded Projects\classeviva-expressive\qa-fix-clean-logcat.txt:227:05-07 16:53:59.164 I/View    (24886): setRequestedFrameRate frameRate=-4.0, this=android.view.View{ee80cdd V.ED..... ........ 0,0-0,0}, caller=androidx.compose.ui.platform.Api35Impl.setRequestedFrameRate:4033 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:2251 android.view.View.draw:26758 android.view.View.updateDisplayListIfDirty:25577 android.view.ViewGroup.recreateChildDisplayList:4881 
C:\VibeCoded Projects\classeviva-expressive\qa-fix-clean-logcat.txt:228:05-07 16:53:59.172 I/View    (24886): setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{e4a0cfc VFED..... ......ID 0,0-1080,2340 aid=1073741824}, caller=android.view.ViewGroup.setRequestedFrameRate:10045 androidx.compose.ui.platform.Api35Impl.setRequestedFrameRate:4033 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:2248 android.view.View.draw:26758 android.view.View.updateDisplayListIfDirty:25577 
C:\VibeCoded Projects\classeviva-expressive\qa-fix-clean-logcat.txt:229:05-07 16:53:59.173 I/View    (24886): setRequestedFrameRate frameRate=-4.0, this=android.view.View{ee80cdd V.ED..... ........ 0,0-0,0}, caller=androidx.compose.ui.platform.Api35Impl.setRequestedFrameRate:4033 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:2251 android.view.View.draw:26758 android.view.View.updateDisplayListIfDirty:25577 android.view.ViewGroup.recreateChildDisplayList:4881 
C:\VibeCoded Projects\classeviva-expressive\qa-fix-clean-logcat.txt:230:05-07 16:53:59.180 I/View    (24886): setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{e4a0cfc VFED..... ......ID 0,0-1080,2340 aid=1073741824}, caller=android.view.ViewGroup.setRequestedFrameRate:10045 androidx.compose.ui.platform.Api35Impl.setRequestedFrameRate:4033 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:2248 android.view.View.draw:26758 android.view.View.updateDisplayListIfDirty:25577 
C:\VibeCoded Projects\classeviva-expressive\qa-fix-clean-logcat.txt:231:05-07 16:53:59.181 I/View    (24886): setRequestedFrameRate frameRate=-4.0, this=android.view.View{ee80cdd V.ED..... ........ 0,0-0,0}, caller=androidx.compose.ui.platform.Api35Impl.setRequestedFrameRate:4033 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:2251 android.view.View.draw:26758 android.view.View.updateDisplayListIfDirty:25577 android.view.ViewGroup.recreateChildDisplayList:4881 
C:\VibeCoded Projects\classeviva-expressive\qa-fix-clean-logcat.txt:232:05-07 16:53:59.189 I/View    (24886): setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{e4a0cfc VFED..... ......ID 0,0-1080,2340 aid=1073741824}, caller=android.view.ViewGroup.setRequestedFrameRate:10045 androidx.compose.ui.platform.Api35Impl.setRequestedFrameRate:4033 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:2248 android.view.View.draw:26758 android.view.View.updateDisplayListIfDirty:25577 
C:\VibeCoded Projects\classeviva-expressive\qa-fix-clean-logcat.txt:233:05-07 16:53:59.189 I/View    (24886): setRequestedFrameRate frameRate=-4.0, this=android.view.View{ee80cdd V.ED..... ........ 0,0-0,0}, caller=androidx.compose.ui.platform.Api35Impl.setRequestedFrameRate:4033 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:2251 android.view.View.draw:26758 android.view.View.updateDisplayListIfDirty:25577 android.view.ViewGroup.recreateChildDisplayList:4881 
C:\VibeCoded Projects\classeviva-expressive\qa-fix-clean-logcat.txt:234:05-07 16:53:59.197 I/View    (24886): setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{e4a0cfc VFED..... ......ID 0,0-1080,2340 aid=1073741824}, caller=android.view.ViewGroup.setRequestedFrameRate:10045 androidx.compose.ui.platform.Api35Impl.setRequestedFrameRate:4033 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:2248 android.view.View.draw:26758 android.view.View.updateDisplayListIfDirty:25577 
C:\VibeCoded Projects\classeviva-expressive\qa-fix-clean-logcat.txt:235:05-07 16:53:59.198 I/View    (24886): setRequestedFrameRate frameRate=-4.0, this=android.view.View{ee80cdd V.ED..... ........ 0,0-0,0}, caller=androidx.compose.ui.platform.Api35Impl.setRequestedFrameRate:4033 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:2251 android.view.View.draw:26758 android.view.View.updateDisplayListIfDirty:25577 android.view.ViewGroup.recreateChildDisplayList:4881 
C:\VibeCoded Projects\classeviva-expressive\qa-fix-clean-logcat.txt:236:05-07 16:53:59.206 I/View    (24886): setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{e4a0cfc VFED..... ......ID 0,0-1080,2340 aid=1073741824}, caller=android.view.ViewGroup.setRequestedFrameRate:10045 androidx.compose.ui.platform.Api35Impl.setRequestedFrameRate:4033 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:2248 android.view.View.draw:26758 android.view.View.updateDisplayListIfDirty:25577 
C:\VibeCoded Projects\classeviva-expressive\qa-fix-clean-logcat.txt:237:05-07 16:53:59.206 I/View    (24886): setRequestedFrameRate frameRate=-4.0, this=android.view.View{ee80cdd V.ED..... ........ 0,0-0,0}, caller=androidx.compose.ui.platform.Api35Impl.setRequestedFrameRate:4033 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:2251 android.view.View.draw:26758 android.view.View.updateDisplayListIfDirty:25577 android.view.ViewGroup.recreateChildDisplayList:4881 
C:\VibeCoded Projects\classeviva-expressive\qa-fix-clean-logcat.txt:238:05-07 16:53:59.214 I/View    (24886): setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{e4a0cfc VFED..... ......ID 0,0-1080,2340 aid=1073741824}, caller=android.view.ViewGroup.setRequestedFrameRate:10045 androidx.compose.ui.platform.Api35Impl.setRequestedFrameRate:4033 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:2248 android.view.View.draw:26758 android.view.View.updateDisplayListIfDirty:25577 
C:\VibeCoded Projects\classeviva-expressive\qa-fix-clean-logcat.txt:239:05-07 16:53:59.214 I/View    (24886): setRequestedFrameRate frameRate=-4.0, this=android.view.View{ee80cdd V.ED..... ........ 0,0-0,0}, caller=androidx.compose.ui.platform.Api35Impl.setRequestedFrameRate:4033 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:2251 android.view.View.draw:26758 android.view.View.updateDisplayListIfDirty:25577 android.view.ViewGroup.recreateChildDisplayList:4881 
C:\VibeCoded Projects\classeviva-expressive\qa-fix-clean-logcat.txt:240:05-07 16:53:59.223 I/View    (24886): setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{e4a0cfc VFED..... ......ID 0,0-1080,2340 aid=1073741824}, caller=android.view.ViewGroup.setRequestedFrameRate:10045 androidx.compose.ui.platform.Api35Impl.setRequestedFrameRate:4033 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:2248 android.view.View.draw:26758 android.view.View.updateDisplayListIfDirty:25577 
C:\VibeCoded Projects\classeviva-expressive\qa-fix-clean-logcat.txt:241:05-07 16:53:59.223 I/View    (24886): setRequestedFrameRate frameRate=-4.0, this=android.view.View{ee80cdd V.ED..... ........ 0,0-0,0}, caller=androidx.compose.ui.platform.Api35Impl.setRequestedFrameRate:4033 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:2251 android.view.View.draw:26758 android.view.View.updateDisplayListIfDirty:25577 android.view.ViewGroup.recreateChildDisplayList:4881 
C:\VibeCoded Projects\classeviva-expressive\qa-fix-clean-logcat.txt:242:05-07 16:53:59.231 I/View    (24886): setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{e4a0cfc VFED..... ......ID 0,0-1080,2340 aid=1073741824}, caller=android.view.ViewGroup.setRequestedFrameRate:10045 androidx.compose.ui.platform.Api35Impl.setRequestedFrameRate:4033 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:2248 android.view.View.draw:26758 android.view.View.updateDisplayListIfDirty:25577 
